

Performance Summary

,All Trades,Long Trades,Short Trades,
6/5/2022 - 4/16/2023,($8745.00),-6.21%,0.53,12,33.33%,
5/29/2022 - 4/16/2023,($8745.00),-6.21%,0.53,12,33.33%,
5/22/2022 - 4/16/2023,($8745.00),-6.21%,0.53,12,33.33%,
5/15/2022 - 4/16/2023,($12025.00),-8.34%,0.45,13,30.77%,
5/8/2022 - 4/16/2023,($5195.00),-3.78%,0.72,13,38.46%,
5/1/2022 - 4/16/2023,($1605.00),-1.20%,0.91,13,38.46%,
4/24/2022 - 4/16/2023,$3385.00,2.63%,1.18,13,38.46%,
4/17/2022 - 4/16/2023,$815.00,0.62%,1.04,14,35.71%,
4/10/2022 - 4/16/2023,$815.00,0.62%,1.04,14,35.71%,
4/3/2022 - 4/16/2023,$815.00,0.62%,1.04,14,35.71%,
3/27/2022 - 4/16/2023,$815.00,0.62%,1.04,14,35.71%,
3/20/2022 - 4/16/2023,$815.00,0.62%,1.04,14,35.71%,
3/13/2022 - 4/16/2023,$815.00,0.62%,1.04,14,35.71%,
3/6/2022 - 4/16/2023,$2135.00,1.64%,1.10,15,40.00%,
2/27/2022 - 4/16/2023,$2500.00,1.93%,1.12,15,40.00%,
2/20/2022 - 4/16/2023,($70.00),-0.05%,1.00,16,37.50%,
2/13/2022 - 4/16/2023,($70.00),-0.05%,1.00,16,37.50%,
2/6/2022 - 4/16/2023,($70.00),-0.05%,1.00,16,37.50%,
1/30/2022 - 4/16/2023,($70.00),-0.05%,1.00,16,37.50%,
1/23/2022 - 4/16/2023,($3880.00),-2.85%,0.86,17,35.29%,
1/16/2022 - 4/16/2023,$265.00,0.20%,1.01,17,41.18%,
1/9/2022 - 4/16/2023,$265.00,0.20%,1.01,17,41.18%,
1/2/2022 - 4/16/2023,$265.00,0.20%,1.01,17,41.18%,
12/26/2021 - 4/16/2023,$265.00,0.20%,1.01,17,41.18%,
12/19/2021 - 4/16/2023,$270.00,0.20%,1.01,18,44.44%,
12/12/2021 - 4/16/2023,($1420.00),-1.06%,0.94,18,38.89%,
12/5/2021 - 4/16/2023,$10.00,0.01%,1.00,18,38.89%,
11/28/2021 - 4/16/2023,$3280.00,2.55%,1.14,18,44.44%,
11/21/2021 - 4/16/2023,$1170.00,0.89%,1.05,19,42.11%,
11/14/2021 - 4/16/2023,($1655.00),-1.24%,0.94,19,42.11%,
11/7/2021 - 4/16/2023,$420.00,0.32%,1.02,19,42.11%,
10/31/2021 - 4/16/2023,($1840.00),-1.37%,0.94,20,40.00%,
10/24/2021 - 4/16/2023,($4340.00),-3.18%,0.86,20,40.00%,
10/17/2021 - 4/16/2023,($2150.00),-1.60%,0.93,20,40.00%,
10/10/2021 - 4/16/2023,($2150.00),-1.60%,0.93,20,40.00%,
10/3/2021 - 4/16/2023,($2505.00),-1.86%,0.91,21,38.10%,
9/26/2021 - 4/16/2023,($3060.00),-2.26%,0.90,21,38.10%,
9/19/2021 - 4/16/2023,($3500.00),-2.58%,0.88,21,38.10%,
9/12/2021 - 4/16/2023,($825.00),-0.62%,0.97,21,42.86%,
9/5/2021 - 4/16/2023,($825.00),-0.62%,0.97,21,42.86%,
8/29/2021 - 4/16/2023,($825.00),-0.62%,0.97,21,42.86%,
8/22/2021 - 4/16/2023,($825.00),-0.62%,0.97,21,42.86%,
8/15/2021 - 4/16/2023,($825.00),-0.62%,0.97,21,42.86%,
8/8/2021 - 4/16/2023,$3520.00,2.74%,1.12,22,45.45%,
8/1/2021 - 4/16/2023,$4420.00,3.46%,1.15,22,45.45%,
7/25/2021 - 4/16/2023,$3350.00,2.60%,1.11,23,43.48%,
7/18/2021 - 4/16/2023,$4520.00,3.54%,1.15,24,45.83%,
7/11/2021 - 4/16/2023,$4520.00,3.54%,1.15,24,45.83%,
7/4/2021 - 4/16/2023,$4520.00,3.54%,1.15,24,45.83%,
6/27/2021 - 4/16/2023,$3450.00,2.68%,1.11,25,44.00%,
6/20/2021 - 4/16/2023,$3285.00,2.55%,1.11,26,42.31%,
6/13/2021 - 4/16/2023,$5830.00,4.62%,1.18,27,44.44%,
6/6/2021 - 4/16/2023,$5830.00,4.62%,1.18,27,44.44%,
5/30/2021 - 4/16/2023,$5830.00,4.62%,1.18,27,44.44%,
5/23/2021 - 4/16/2023,$5830.00,4.62%,1.18,27,44.44%,
5/16/2021 - 4/16/2023,$7215.00,5.78%,1.22,28,46.43%,
5/9/2021 - 4/16/2023,$6795.00,5.42%,1.21,29,44.83%,
5/2/2021 - 4/16/2023,$6855.00,5.47%,1.21,30,46.67%,
4/25/2021 - 4/16/2023,$6855.00,5.47%,1.21,30,46.67%,
4/18/2021 - 4/16/2023,$6855.00,5.47%,1.21,30,46.67%,
4/11/2021 - 4/16/2023,$6855.00,5.47%,1.21,30,46.67%,
4/4/2021 - 4/16/2023,$6855.00,5.47%,1.21,30,46.67%,
3/28/2021 - 4/16/2023,$6655.00,5.31%,1.20,31,45.16%,
3/21/2021 - 4/16/2023,$5585.00,4.42%,1.16,32,43.75%,
3/14/2021 - 4/16/2023,$5585.00,4.42%,1.16,32,43.75%,
3/7/2021 - 4/16/2023,$5585.00,4.42%,1.16,32,43.75%,
2/28/2021 - 4/16/2023,$5585.00,4.42%,1.16,32,43.75%,
2/21/2021 - 4/16/2023,$5585.00,4.42%,1.16,32,43.75%,
2/14/2021 - 4/16/2023,$5585.00,4.42%,1.16,32,43.75%,
2/7/2021 - 4/16/2023,$5585.00,4.42%,1.16,32,43.75%,
1/31/2021 - 4/16/2023,$4515.00,3.54%,1.13,33,42.42%,
1/24/2021 - 4/16/2023,$4515.00,3.54%,1.13,33,42.42%,
1/17/2021 - 4/16/2023,$4515.00,3.54%,1.13,33,42.42%,
1/10/2021 - 4/16/2023,$4515.00,3.54%,1.13,33,42.42%,
1/3/2021 - 4/16/2023,$1305.00,1.00%,1.03,36,38.89%,
12/27/2020 - 4/16/2023,$1305.00,1.00%,1.03,36,38.89%,
12/20/2020 - 4/16/2023,$585.00,0.44%,1.01,38,39.47%,
12/13/2020 - 4/16/2023,$1445.00,1.11%,1.04,39,38.46%,
12/6/2020 - 4/16/2023,$1445.00,1.11%,1.04,39,38.46%,
11/29/2020 - 4/16/2023,($365.00),-0.28%,0.99,41,36.59%,
11/22/2020 - 4/16/2023,$80.00,0.06%,1.00,41,36.59%,
11/15/2020 - 4/16/2023,$80.00,0.06%,1.00,41,36.59%,
11/8/2020 - 4/16/2023,($990.00),-0.74%,0.98,42,35.71%,
11/1/2020 - 4/16/2023,($2060.00),-1.54%,0.95,43,34.88%,
10/25/2020 - 4/16/2023,($3130.00),-2.31%,0.93,44,34.09%,
10/18/2020 - 4/16/2023,($3130.00),-2.31%,0.93,44,34.09%,
10/11/2020 - 4/16/2023,($3130.00),-2.31%,0.93,44,34.09%,
10/4/2020 - 4/16/2023,($3130.00),-2.31%,0.93,44,34.09%,
9/27/2020 - 4/16/2023,($3130.00),-2.31%,0.93,44,34.09%,
9/20/2020 - 4/16/2023,$5430.00,4.29%,1.12,46,36.96%,
9/13/2020 - 4/16/2023,$5430.00,4.29%,1.12,46,36.96%,
9/6/2020 - 4/16/2023,$5430.00,4.29%,1.12,46,36.96%,
8/30/2020 - 4/16/2023,$5430.00,4.29%,1.12,46,36.96%,
8/23/2020 - 4/16/2023,$5430.00,4.29%,1.12,46,36.96%,
8/16/2020 - 4/16/2023,$5430.00,4.29%,1.12,46,36.96%,
8/9/2020 - 4/16/2023,$5430.00,4.29%,1.12,46,36.96%,
8/2/2020 - 4/16/2023,$2220.00,1.71%,1.05,49,34.69%,
7/26/2020 - 4/16/2023,$1150.00,0.88%,1.02,50,34.00%,
7/19/2020 - 4/16/2023,$15905.00,13.69%,1.32,51,35.29%,
7/12/2020 - 4/16/2023,$13745.00,11.62%,1.26,54,33.33%,
7/5/2020 - 4/16/2023,$14550.00,12.38%,1.28,55,34.55%,
6/28/2020 - 4/16/2023,$14550.00,12.38%,1.28,55,34.55%,
6/21/2020 - 4/16/2023,$14550.00,12.38%,1.28,55,34.55%,
6/14/2020 - 4/16/2023,$14550.00,12.38%,1.28,55,34.55%,
6/7/2020 - 4/16/2023,$14550.00,12.38%,1.28,55,34.55%,
5/31/2020 - 4/16/2023,$13995.00,11.85%,1.27,56,33.93%,
5/24/2020 - 4/16/2023,$15610.00,13.40%,1.30,56,35.71%,
5/17/2020 - 4/16/2023,$14935.00,12.75%,1.28,59,35.59%,
5/10/2020 - 4/16/2023,$18080.00,15.86%,1.33,59,35.59%,
5/3/2020 - 4/16/2023,$18080.00,15.86%,1.33,59,35.59%,
4/26/2020 - 4/16/2023,$18080.00,15.86%,1.33,59,35.59%,
4/19/2020 - 4/16/2023,$18080.00,15.86%,1.33,59,35.59%,
4/12/2020 - 4/16/2023,$18080.00,15.86%,1.33,59,35.59%,
4/5/2020 - 4/16/2023,$18080.00,15.86%,1.33,59,35.59%,
3/29/2020 - 4/16/2023,$18080.00,15.86%,1.33,59,35.59%,
3/22/2020 - 4/16/2023,$18080.00,15.86%,1.33,59,35.59%,
3/15/2020 - 4/16/2023,$24755.00,23.07%,1.45,61,36.07%,
3/8/2020 - 4/16/2023,$26480.00,25.08%,1.47,63,36.51%,
3/1/2020 - 4/16/2023,$25405.00,23.82%,1.44,64,35.94%,
2/23/2020 - 4/16/2023,$30290.00,29.76%,1.54,65,38.46%,
2/16/2020 - 4/16/2023,$29580.00,28.86%,1.52,66,37.88%,
2/9/2020 - 4/16/2023,$29580.00,28.86%,1.52,66,37.88%,
2/2/2020 - 4/16/2023,$29580.00,28.86%,1.52,66,37.88%,
1/26/2020 - 4/16/2023,$29580.00,28.86%,1.52,66,37.88%,
1/19/2020 - 4/16/2023,$29580.00,28.86%,1.52,66,37.88%,
1/12/2020 - 4/16/2023,$29580.00,28.86%,1.52,66,37.88%,
1/5/2020 - 4/16/2023,$28645.00,27.69%,1.49,68,38.24%,
12/29/2019 - 4/16/2023,$26840.00,25.50%,1.45,70,35.71%,
12/22/2019 - 4/16/2023,$29440.00,28.68%,1.49,70,37.14%,
12/15/2019 - 4/16/2023,$29440.00,28.68%,1.49,70,37.14%,
12/8/2019 - 4/16/2023,$27605.00,26.42%,1.45,71,36.62%,
12/1/2019 - 4/16/2023,$28370.00,27.36%,1.47,71,36.62%,
11/24/2019 - 4/16/2023,$28370.00,27.36%,1.47,71,36.62%,
11/17/2019 - 4/16/2023,$28370.00,27.36%,1.47,71,36.62%,
11/10/2019 - 4/16/2023,$27800.00,26.66%,1.45,72,36.11%,
11/3/2019 - 4/16/2023,$29540.00,28.81%,1.49,72,37.50%,
10/27/2019 - 4/16/2023,$29540.00,28.81%,1.49,72,37.50%,
10/20/2019 - 4/16/2023,$29540.00,28.81%,1.49,72,37.50%,
10/13/2019 - 4/16/2023,$29540.00,28.81%,1.49,72,37.50%,
10/6/2019 - 4/16/2023,$29540.00,28.81%,1.49,72,37.50%,
9/29/2019 - 4/16/2023,$29540.00,28.81%,1.49,72,37.50%,
9/22/2019 - 4/16/2023,$29540.00,28.81%,1.49,72,37.50%,
9/15/2019 - 4/16/2023,$29540.00,28.81%,1.49,72,37.50%,
9/8/2019 - 4/16/2023,$29540.00,28.81%,1.49,72,37.50%,
9/1/2019 - 4/16/2023,$29230.00,28.42%,1.48,73,36.99%,
8/25/2019 - 4/16/2023,$32760.00,32.98%,1.54,74,37.84%,
8/18/2019 - 4/16/2023,$32760.00,32.98%,1.54,74,37.84%,
8/11/2019 - 4/16/2023,$31690.00,31.57%,1.51,75,37.33%,
8/4/2019 - 4/16/2023,$32880.00,33.15%,1.53,76,38.16%,
7/28/2019 - 4/16/2023,$32880.00,33.15%,1.53,76,38.16%,
7/21/2019 - 4/16/2023,$32075.00,32.07%,1.51,78,38.46%,
7/14/2019 - 4/16/2023,$34825.00,35.81%,1.55,78,38.46%,
7/7/2019 - 4/16/2023,$34825.00,35.81%,1.55,78,38.46%,
6/30/2019 - 4/16/2023,$34825.00,35.81%,1.55,78,38.46%,
6/23/2019 - 4/16/2023,$34625.00,35.53%,1.55,79,37.97%,
6/16/2019 - 4/16/2023,$35290.00,36.46%,1.56,79,39.24%,
6/9/2019 - 4/16/2023,$34300.00,35.08%,1.54,80,38.75%,
6/2/2019 - 4/16/2023,$32100.00,32.11%,1.48,82,37.80%,
5/26/2019 - 4/16/2023,$32040.00,32.03%,1.48,82,37.80%,
5/19/2019 - 4/16/2023,$31205.00,30.93%,1.46,82,37.80%,
5/12/2019 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
5/5/2019 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
4/28/2019 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
4/21/2019 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
4/14/2019 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
4/7/2019 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
3/31/2019 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
3/24/2019 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
3/17/2019 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
3/10/2019 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
3/3/2019 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
2/24/2019 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
2/17/2019 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
2/10/2019 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
2/3/2019 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
1/27/2019 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
1/20/2019 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
1/13/2019 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
1/6/2019 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
12/30/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
12/23/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
12/16/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
12/9/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
12/2/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
11/25/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
11/18/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
11/11/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
11/4/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
10/28/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
10/21/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
10/14/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
10/7/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
9/30/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
9/23/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
9/16/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
9/9/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
9/2/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
8/26/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
8/19/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
8/12/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
8/5/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
7/29/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
7/22/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
7/15/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
7/8/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
7/1/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
6/24/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
6/17/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
6/10/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
6/3/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
5/27/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
5/20/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,
5/13/2018 - 4/16/2023,$32080.00,32.08%,1.48,82,37.80%,


Settings

,,,
TradeStation Chart Settings,,,
Symbol,@SI,,
Description,Silver Continuous Contract [Jul23],,
Interval,Daily,,
Start Date/Time,5/14/2018 5:00:00 PM,,
End Date/Time,5/12/2023 5:00:00 PM,,
,,,
TradeStation Strategies Applied,,,
!SHEA_2022-09_SI_daily_breakout(Off),,,
!mt_09_SI_daily_breakout(On),,,
,,,
TradeStation Strategy Inputs,,,
!SHEA_2022-09_SI_daily_breakout - iperiod,40,,
!SHEA_2022-09_SI_daily_breakout - iOneThroughTen,3,,
!SHEA_2022-09_SI_daily_breakout - iStopX,1000,,
!SHEA_2022-09_SI_daily_breakout - numContracts,1,,
!SHEA_2022-09_SI_daily_breakout - iUseOptimizedParameters,true,,
!mt_09_SI_daily_breakout - iperiod,80,,
!mt_09_SI_daily_breakout - iOneThroughTen,10,,
!mt_09_SI_daily_breakout - iStopX,6000,,
!mt_09_SI_daily_breakout - numContracts,1,,
!mt_09_SI_daily_breakout - iUseOptimizedParameters,true,,
,,,
TradeStation Strategy Settings,,,
Costs/Capitalization,,,
Initial Capital,$100000.00,,
Commission,$2.50,per Share/Contract,
Slippage,$32.50,per Trade,
Interest Rate,2.00%,,
,,,
Back-testing Resolution,,,
Look-Inside-Bar Back-Testing,Intra-day 1 minute(s).  Intra-day data from 05/13/2018 06:01 PM to 05/12/2023 05:00 PM.,,
MaxBarsBack,250,,
,,,
Position Limits,,,
Disabled: No entry orders allowed in the same direction as the currently held position.,,,
,,,
Max. shares/contracts per pos.,65000,,
,,,
Trade Size,,,
Fixed Shares/Contracts:  1,,,
,,,
TradeStation Report Settings,,,
Display Periods,5000,,
Standard Deviations,1,,
